client_idx,global_round,bw_up_mbps,bw_down_mbps,rtt_ms,comm_time
0,1,10.60031625544294,16.60083972590334,36.58350576515851,2.3867920308574977
0,2,11.544683953483737,15.096902808424591,37.04600587233997,2.361163586282909
0,3,11.717291362045186,17.48839779886653,35.45196389126386,2.2024480233337678
0,4,13.167134384997896,19.8879119424029,39.19881389260385,1.9584208844819844
0,5,13.15808373514976,18.55074447936873,38.264167265342984,2.01338704496256
0,6,13.296970956924149,19.79914572239987,37.03724254682397,1.9484117184919558
0,7,13.26692333055227,22.22707361645645,41.02888850226663,1.871109904068191
0,8,12.022227615765805,20.307376935485483,39.85160960874015,2.05324914077198
0,9,11.631488747931408,21.10209880186909,40.62193075951398,2.0683072855089253
0,10,12.679345400356613,19.448976202400306,41.52292791170968,2.022422126579447
0,11,12.49290898235256,17.67615090580484,42.07284577487765,2.119273334710452
0,12,12.456794491875787,16.4242979184251,44.93609981175506,2.191226178079881
0,13,12.109524552913415,14.078666544058649,39.64190866269252,2.3751684230726404
0,14,11.572014159000972,17.70765507797889,42.158528006167984,2.2146799705731985
0,15,13.078253603215067,18.376803431053233,45.134831007095876,2.035068810698862
0,16,13.980136835564782,20.474019929429904,45.78776544933325,1.8759727881548174
0,17,13.288591724147565,20.221448766720552,46.90839959355665,1.942966504644152
0,18,11.88175900476541,20.580467619550436,40.733481537854296,2.0591474498407827
0,19,13.073832602202426,20.247228201445008,37.92303871405444,1.9518186075699244
0,20,12.899136772109935,20.569095705187493,41.067137010737966,1.958962220978832
0,21,13.907995632419713,20.995937232639236,39.80542168567945,1.8571717142780382
0,22,15.016127831183525,21.390656136687397,42.64916424525465,1.7659780566111016
0,23,14.578574172869242,17.76137078918989,41.56898661147793,1.940528302911467
0,24,13.717355915226433,15.006441637104919,41.6435730584303,2.163234463511028
0,25,14.676094185473385,14.00795693651615,43.516795654175105,2.164919485464986
0,26,13.416651624766045,14.830969788616049,47.45372604465198,2.205874469891846
0,27,13.185335699758145,15.84192467847511,46.7369885741708,2.1596169710951028
0,28,13.040979761381664,19.480561017648167,42.38083575449681,1.9887595557536544
0,29,12.951499256051058,22.137096998690026,38.131944810129674,1.8989040924562475
0,30,12.515324209817152,23.466347177165847,32.44024431580627,1.895220612671015
0,31,13.091150483776612,24.186982316034676,29.288950912552487,1.8193282446768761
0,32,12.783730532828173,23.115571792115517,28.275630605707157,1.8753810208395836
0,33,14.635061696921916,23.82777653148219,29.64158122097118,1.7066342644532595
0,34,12.526992851397583,20.955366699829817,24.9119759336836,1.1915137491794425
1,1,29.95708332056534,56.49639031957405,13.323232492538995,0.7899817959025976
1,2,29.72607591321408,59.24236550722581,14.790262378557607,0.7829188421479908
1,3,27.115616550711515,63.04995994192775,13.426702775671151,0.8152974686415326
1,4,28.215116042174046,64.0411022119425,11.696870108146697,0.787984963270179
1,5,28.608778711577546,71.9506521289207,10.275593732352283,0.7530495523000262
1,6,26.510659577160613,65.38320422914647,10.55700694415644,0.8166176093125589
1,7,27.011376557967615,61.48043566640122,10.045592852576474,0.8202364742285315
1,8,29.083812409510735,67.86630045240597,10.323927763437357,0.7571349588779737
1,9,28.736914626959482,68.50408253740562,10.129413001648295,0.7611653650917929
1,10,31.387624523004018,64.30349377740612,10.221318636091496,0.7310740144124055
1,11,34.582578716719055,59.66725630611349,10.646025540085862,0.705118555858308
1,12,38.37565513322066,58.9039571853085,10.569409224257887,0.6648883200219616
1,13,34.4355655807819,50.49874946920365,10.977380489843192,0.7535915992591313
1,14,28.928413921342845,59.831860119032875,10.58840317977563,0.7902917925782552
1,15,28.79982760795648,54.722507523075045,13.566469776853461,0.8193430965997865
1,16,29.993443221362764,58.168677635138394,14.059583541188731,0.7823659438621398
1,17,28.093986009793134,59.041617901390225,14.314909009265868,0.8130301090027948
1,18,28.298238355761132,61.236166844655436,13.651509975997467,0.7992316042085692
1,19,29.91012186926324,62.427832588965934,13.571909367836707,0.7654574366602993
1,20,31.21726956754703,60.16546699587545,13.54240975248998,0.7533007466913866
1,21,31.622171302598613,62.127344607858674,14.920515835131077,0.7404623701165549
1,22,31.708843016218324,58.68786105812895,15.08148431591858,0.753651775434214
1,23,35.988190115551106,54.340283544841846,15.3260189856027,0.7176066342807066
1,24,32.75620124526349,61.940653108960035,16.077273813660952,0.7257108525010058
1,25,37.82254617104554,71.18812701662183,16.993181088223675,0.6325648289121786
