client_idx,global_round,bw_up_mbps,bw_down_mbps,rtt_ms,comm_time
0,1,10.60031625544294,16.60083972590334,36.58350576515851,10.40991768548307
0,2,11.544683953483737,15.096902808424591,37.04600587233997,10.2952201538914
0,3,11.717291362045186,17.48839779886653,35.45196389126386,9.600124226258178
0,4,13.167134384997896,19.8879119424029,39.19881389260385,8.510247953045733
0,5,13.15808373514976,18.55074447936873,38.264167265342984,8.756047903308232
0,6,13.296970956924149,19.79914572239987,37.03724254682397,8.473448722580509
0,7,13.26692333055227,22.22707361645645,41.02888850226663,8.11862785375876
0,8,12.022227615765805,20.307376935485483,39.85160960874015,8.926571747156833
0,9,11.631488747931408,21.10209880186909,40.62193075951398,8.990405565515536
0,10,12.679345400356613,19.448976202400306,41.52292791170968,8.784802149617583
0,11,12.49290898235256,17.67615090580484,42.07284577487765,9.210406038318101
0,12,12.456794491875787,16.4242979184251,44.93609981175506,9.518216445271069
0,13,12.109524552913415,14.078666544058649,39.64190866269252,10.34817273088591
0,14,11.572014159000972,17.70765507797889,42.158528006167984,9.631218688302027
0,15,13.078253603215067,18.376803431053233,45.134831007095876,8.828291706887995
0,16,13.980136835564782,20.474019929429904,45.78776544933325,8.123845796701126
0,17,13.288591724147565,20.221448766720552,46.90839959355665,8.415716587403082
0,18,11.88175900476541,20.580467619550436,40.733481537854296,8.949595134736985
0,19,13.073832602202426,20.247228201445008,37.92303871405444,8.48546210125031
0,20,12.899136772109935,20.569095705187493,41.067137010737966,8.506259231766464
0,21,13.907995632419713,20.995937232639236,39.80542168567945,8.061284230369195
0,22,15.016127831183525,21.390656136687397,42.64916424525465,7.649066344342785
0,23,14.578574172869242,17.76137078918989,41.56898661147793,8.423182520625224
0,24,13.717355915226433,15.006441637104919,41.6435730584303,9.405906813676793
0,25,14.676094185473385,14.00795693651615,43.516795654175105,9.406949357577751
0,26,13.416651624766045,14.830969788616049,47.45372604465198,9.574276319577095
0,27,13.185335699758145,15.84192467847511,46.7369885741708,9.372552083838976
0,28,13.040979761381664,19.480561017648167,42.38083575449681,8.633293806785261
0,29,12.951499256051058,22.137096998690026,38.131944810129674,8.251195217179202
